,Latitude ,Longitude,City,Alcohol Places,Places of Worship,Places to shop,Food Places,Public Transport Places,Doctors,Public Places,Police Station,University ,Schools ,Banks,Night Clubs
249,40.67339365,-73.97010078,New York City,15,11,66,40,33,65,28,0,0,14,13,2
250,40.67725444,-73.97010078,New York City,26,18,82,46,42,55,37,0,0,17,16,2
251,40.68111523,-73.97010078,New York City,26,21,91,52,43,40,30,1,0,16,14,3
252,40.68497602,-73.97010078,New York City,24,16,81,45,43,40,42,0,0,20,11,4
253,40.68883681,-73.97010078,New York City,25,17,71,46,42,40,31,0,2,20,9,5
254,40.6926976,-73.97010078,New York City,28,14,75,43,40,30,29,0,1,20,19,4
255,40.69655839,-73.97010078,New York City,13,9,124,38,40,17,34,0,0,19,23,3
256,40.70041918,-73.97010078,New York City,2,1,99,8,28,2,22,0,0,5,7,1
257,40.70427997,-73.97010078,New York City,0,20,61,5,21,3,10,0,0,4,0,0
258,40.70814076,-73.97010078,New York City,7,20,59,18,24,23,20,0,0,8,3,0
259,40.71200155,-73.97010078,New York City,17,1,55,29,16,21,21,0,0,7,5,1
260,40.71586234,-73.97010078,New York City,10,0,44,16,12,8,16,0,0,3,4,0
261,40.71972313,-73.97010078,New York City,2,0,33,4,3,2,13,0,0,1,1,0
262,40.72358392,-73.97010078,New York City,2,0,11,1,9,0,5,0,0,0,0,0
263,40.72744471,-73.97010078,New York City,0,0,5,0,18,0,2,0,0,2,0,0
264,40.7313055,-73.97010078,New York City,0,0,3,0,18,8,5,0,0,1,0,0
265,40.73516629,-73.97010078,New York City,2,0,13,2,17,29,15,0,0,3,3,0
266,40.73902708,-73.97010078,New York City,3,0,40,11,8,79,16,0,2,8,5,0
267,40.74288787,-73.97010078,New York City,3,1,41,25,26,76,36,0,2,3,2,0
268,40.74674866,-73.97010078,New York City,22,9,69,46,40,76,52,1,4,10,19,4
269,40.75060945,-73.97010078,New York City,27,14,167,80,40,82,96,1,12,20,40,11
270,40.75447024,-73.97010078,New York City,30,20,189,96,42,80,124,2,14,20,40,20
271,40.75833103,-73.97010078,New York City,32,24,216,97,42,83,128,1,14,20,40,20
272,40.76219182,-73.97010078,New York City,28,30,224,93,43,82,130,0,15,20,40,20
273,40.76605261,-73.97010078,New York City,23,20,181,76,44,81,110,0,7,20,40,11
274,40.7699134,-73.97010078,New York City,7,7,113,29,40,57,75,0,1,9,14,4
275,40.77377419,-73.97010078,New York City,3,3,72,17,21,45,52,0,0,2,3,1
276,40.77763498,-73.97010078,New York City,2,2,10,10,23,22,21,0,0,1,0,0
277,40.78149577,-73.97010078,New York City,13,7,56,32,40,39,43,0,1,11,8,0
278,40.78535656,-73.97010078,New York City,24,16,93,51,42,76,62,1,2,20,19,0
279,40.78921735,-73.97010078,New York City,29,24,125,78,41,88,66,0,2,20,30,3
280,40.79307814,-73.97010078,New York City,29,31,144,72,42,72,63,1,3,20,31,4
281,40.79693893,-73.97010078,New York City,29,21,138,59,42,67,63,1,2,20,30,4
282,40.80079972,-73.97010078,New York City,27,20,102,53,42,43,37,0,3,20,26,3
283,40.80466051,-73.97010078,New York City,13,10,71,36,41,30,29,0,6,16,22,2
284,40.67339365,-73.96425056,New York City,20,14,45,39,33,42,28,0,0,20,7,4
285,40.67725444,-73.96425056,New York City,29,24,81,52,40,35,26,0,0,20,14,8
286,40.68111523,-73.96425056,New York City,31,24,73,48,41,32,36,0,0,20,21,5
287,40.68497602,-73.96425056,New York City,21,21,60,40,41,39,29,0,0,20,15,3
288,40.68883681,-73.96425056,New York City,14,15,38,33,41,35,32,1,4,20,8,1
289,40.6926976,-73.96425056,New York City,17,12,84,47,40,32,42,1,4,20,20,2
290,40.69655839,-73.96425056,New York City,14,9,102,39,40,22,37,0,0,15,14,3
291,40.70041918,-73.96425056,New York City,1,38,85,11,40,38,19,0,0,20,7,0
292,40.70427997,-73.96425056,New York City,3,40,100,23,38,30,16,0,0,20,8,0
293,40.70814076,-73.96425056,New York City,24,40,128,52,40,33,47,0,0,20,22,4
294,40.71200155,-73.96425056,New York City,24,24,116,53,40,34,58,0,0,20,19,5
295,40.71586234,-73.96425056,New York City,25,5,120,58,39,25,63,0,0,12,24,4
296,40.71972313,-73.96425056,New York City,25,1,88,43,18,24,50,0,0,4,13,3
297,40.72358392,-73.96425056,New York City,6,0,36,11,8,1,15,0,0,1,1,2
298,40.72744471,-73.96425056,New York City,2,1,40,5,0,2,8,0,0,1,1,0
299,40.7313055,-73.96425056,New York City,5,0,19,8,3,1,10,0,0,3,1,0
300,40.73516629,-73.96425056,New York City,1,0,12,2,1,1,5,0,0,2,1,0
301,40.73902708,-73.96425056,New York City,0,0,2,2,1,0,1,0,0,0,0,0
302,40.74288787,-73.96425056,New York City,2,1,2,4,1,0,5,0,0,3,0,1
303,40.74674866,-73.96425056,New York City,0,0,5,0,4,1,2,0,1,0,0,0
304,40.75060945,-73.96425056,New York City,13,6,51,25,8,37,40,1,4,7,15,3
305,40.75447024,-73.96425056,New York City,27,13,126,72,25,68,82,0,3,7,32,11
306,40.75833103,-73.96425056,New York City,33,21,200,92,41,84,95,0,5,16,40,17
307,40.76219182,-73.96425056,New York City,32,24,212,90,43,88,92,0,4,20,40,12
308,40.76605261,-73.96425056,New York City,26,21,189,72,44,87,92,1,1,20,40,6
309,40.7699134,-73.96425056,New York City,25,21,160,60,41,82,89,1,1,20,33,4
310,40.77377419,-73.96425056,New York City,19,18,148,48,41,82,88,0,1,19,24,5
311,40.77763498,-73.96425056,New York City,14,9,112,38,40,61,80,0,0,20,11,4
312,40.78149577,-73.96425056,New York City,10,1,71,30,35,45,62,1,0,6,10,0
313,40.78535656,-73.96425056,New York City,0,2,14,0,33,38,18,1,1,5,1,0
